question,intent
What foes must I defeat in the vault of shadows?,query_enemies
List all enemies encountered during the vault of shadows.,query_enemies
Who will I fight in the vault of shadows?,query_enemies
What enemies do i need to defeat for the vault of shadows,query_enemies
What items do I need for the vault of shadows?,query_items
List necessary equipment for the vault of shadows.,query_items
What must I bring to complete the vault of shadows?,query_items
What are the required items for the vault of shadows?,query_items
What do i need to bring with me for the vault of shadows,query_items
How do I complete the vault of shadows?,query_steps
What are the steps to finish the vault of shadows?,query_steps
Guide me through the vault of shadows.,query_steps
What is the process to solve the vault of shadows?,query_steps
What are the rewards for completing the vault of shadows?,query_rewards
What do I earn from finishing the vault of shadows?,query_rewards
List the rewards for the vault of shadows.,query_rewards
What can I gain by completing the vault of shadows?,query_rewards
What are the requirements to start the vault of shadows?,query_requirements
What do I need to begin the vault of shadows?,query_requirements
What prerequisites are there for the vault of shadows?,query_requirements
What must be done before starting the vault of shadows?,query_requirements
Where does the vault of shadows start?,query_start_point
What is the starting point for the vault of shadows?,query_start_point
Where do I begin the vault of shadows?,query_start_point
How do I start the vault of shadows?,query_start_point
When was the vault of shadows released?,query_released
What is the release date of the vault of shadows?,query_released
When did the vault of shadows first become available?,query_released
What year was the vault of shadows launched?,query_released
When did the vault of shadows release?,query_released
When did the vault of shadows come out?,query_released
Is the vault of shadows a members quest?,query_members
Do you need a membership for the quest the vault of shadows?,query_members
Members needed for the vault of shadows?,query_members
Is Membership a must for the vault of shadows?,query_members
Who are the enemies in vessel of the harbinger?,query_enemies
What foes must I defeat in vessel of the harbinger?,query_enemies
List all enemies encountered during vessel of the harbinger.,query_enemies
Who will I fight in vessel of the harbinger?,query_enemies
What enemies do i need to defeat for vessel of the harbinger,query_enemies
What items do I need for vessel of the harbinger?,query_items
List necessary equipment for vessel of the harbinger.,query_items
What must I bring to complete vessel of the harbinger?,query_items
What are the required items for vessel of the harbinger?,query_items
What do i need to bring with me for vessel of the harbinger,query_items
How do I complete vessel of the harbinger?,query_steps
What are the steps to finish vessel of the harbinger?,query_steps
Guide me through vessel of the harbinger.,query_steps
What is the process to solve vessel of the harbinger?,query_steps
What are the rewards for completing vessel of the harbinger?,query_rewards
What do I earn from finishing vessel of the harbinger?,query_rewards
List the rewards for vessel of the harbinger.,query_rewards
What can I gain by completing vessel of the harbinger?,query_rewards
What are the requirements to start vessel of the harbinger?,query_requirements
What do I need to begin vessel of the harbinger?,query_requirements
What prerequisites are there for vessel of the harbinger?,query_requirements
What must be done before starting vessel of the harbinger?,query_requirements
